ENSMUSG00000028180	Zranb2
MGI:1918078	4633401B06Rik
MGI:1918079	Ccdc93
MGI:4439777	Gm16853
MGI:4439774	Igkv5-45
MGI:4439775	Igkv12-44
MGI:5594393	Gm35234
MGI:1918073	Hmgxb4
MGI:3779486	Gm5374
MGI:1918071	4921507P07Rik
MGI:1918077	Trak2
MGI:1918074	4921504P20Rik
MGI:1918075	4633401L03Rik
MGI:98991	Xmmv15
MGI:2142341	C80256
MGI:2142342	C80278
MGI:98992	Xmmv16
MGI:2142344	C80446
MGI:98994	Xmmv18
MGI:2142346	Strn4
MGI:98996	Xmmv2
MGI:2142348	C80893
MGI:98998	Xmmv21
MGI:5580046	Gm29340
MGI:1918575	Tchhl1
ENSMUSG00000105743	Mir1949
MGI:3648661	Gm8534
MGI:3648660	Gm8535
MGI:3648662	Vmn1r121
MGI:3648665	Atp6ap1l
MGI:3648664	Gm5666
MGI:3648667	Gm5667
MGI:3648666	Gm4977
MGI:3779487	Gm5378
MGI:3648668	Igkv4-69
MGI:5141937	Gm20472
MGI:5141936	Gm20471
MGI:5141930	Gm20465
MGI:3697866	Gf4
MGI:3646547	Frmpd3
MGI:3646544	Gm7498
MGI:1918571	4933440J02Rik
MGI:2143961	T25637
MGI:3646541	Gm5973
MGI:5622112	Gm39227
ENSMUSG00000097121	D130020L05Rik
ENSMUSG00000065433	Mir370
MGI:1918570	4933435F18Rik
MGI:4414087	n-TVaac4
MGI:3646548	Gm7497
MGI:3646549	Gm7276
MGI:1923203	Samd7
MGI:1923202	4930578G10Rik
MGI:1923201	4930578M01Rik
MGI:1923200	4930594A02Rik
MGI:1923207	Mir17hg
MGI:1923206	Srrm2
MGI:1923205	5033406O09Rik
MGI:1923204	5033403H07Rik
MGI:5594025	Gm34866
MGI:4414081	n-TYgta8
ENSMUSG00000043557	Mdga1
MGI:1923208	5033403F01Rik
ENSMUSG00000088015	Mir1932
MGI:5594020	Gm34861
MGI:3781939	Gm3765
MGI:3035208	AL118036
MGI:3650224	Gm12693
MGI:3719572	Mir467a-3
MGI:3719573	Mir467a-4
MGI:3719574	Mir467a-5
MGI:4414083	n-TYgta10
MGI:3719576	Mir467a-6
ENSMUSG00000068999	Vmn2r5
MGI:3719578	Mir467a-8
MGI:3780623	Gm2456
MGI:3650226	Gm12453
MGI:105634	D1Mit488
MGI:105635	D1Mit489
MGI:5591617	Gm32458
MGI:1920955	Mark4
MGI:3779485	Gm5373
MGI:105632	D1Mit486
MGI:1920951	Megf11
MGI:3780860	Gm2691
MGI:2180307	Hps5
MGI:2143918	C78038
MGI:105638	D1Mit492
MGI:105639	D1Mit493
MGI:1920958	Dppa3
MGI:1920959	2410125D13Rik
MGI:3645121	Gm16294
MGI:5435035	Gm21680
MGI:3645120	Gm7146
MGI:3780620	Gm2453
MGI:3649462	Gm12866
ENSMUSG00000045780	Olfr624
MGI:3645122	Gm5469
MGI:1921072	4930404N11Rik
MGI:99219	D0Hgu1
MGI:5530867	Mir8116
MGI:5622086	Gm39201
MGI:3649465	Gm13859
MGI:5622894	Gm40009
ENSMUSG00000046782	Ttc6
MGI:3582979	Cia34
MGI:3645127	Gm5639
ENSMUSG00000046785	Epm2aip1
MGI:3648022	Gm5655
MGI:3650228	Gm13341
MGI:3645126	Gm5640
MGI:3648021	Gm8275
MGI:3650229	Gm13407
ENSMUSG00000089945	Akap2
MGI:1913828	Mis18a
MGI:3647032	Gm6117
ENSMUSG00000089942	Pira2
MGI:3645128	Gm5071
MGI:3647035	Gm5932
MGI:3647034	Vmn2r111
MGI:1919853	2700033N17Rik
MGI:1919850	Frmd4a
MGI:1919857	Usp13
ENSMUSG00000006235	Epor
MGI:1919859	2700070H01Rik
MGI:1919858	2700069I18Rik
MGI:3655631	Raml2
ENSMUSG00000042202	Slc35e2
ENSMUSG00000045251	Zfp688
ENSMUSG00000042200	Cdrt4
MGI:5595241	Gm36082
MGI:2446486	Il17c
MGI:3647038	Gm5128
MGI:5622133	Gm39248
ENSMUSG00000045259	Klhdc9
ENSMUSG00000042208	0610010F05Rik
MGI:2670975	BC024137
ENSMUSG00000065434	Mir7-1
MGI:2145528	Nlrp4f
MGI:3709282	Gm14345
MGI:3651538	Gm12924
MGI:2145521	C81086
ENSMUSG00000032437	Stt3b
ENSMUSG00000032434	Cmtm6
MGI:2145525	Asb13
MGI:4439828	Igkv1-88
ENSMUSG00000032431	Crtap
MGI:5625255	Gm42370
MGI:103779	In(4)1Dn-p
MGI:103778	In(4)1By
MGI:1889411	Tnfrsf13b
ENSMUSG00000044783	Hjurp
MGI:103773	T(3;19)25Ad
MGI:103772	T(3;14)28Ad
MGI:103771	T(3;14)28Ad
MGI:103770	T(3;12)58H
MGI:103777	Del(4)53H
MGI:103776	Del(4)17H
MGI:103775	Del(4)16H
MGI:103774	T(3;19)25Ad
MGI:3646848	Gm16386
MGI:4360056	Snora78
ENSMUSG00000084819	Gm11967
MGI:3697343	C130013H08Rik
MGI:5589643	Gm30484
MGI:3648697	Gm7903
MGI:4936942	Gm17308
MGI:5591415	Gm32256
MGI:3644852	Gm8325
MGI:4936949	Gm17315
MGI:4413867	n-TGccc6
MGI:3712553	Gm13125
MGI:5579524	Gm28818
MGI:5595610	Gm36451
MGI:3652166	Ldlrad1
MGI:3646347	Gm7312
ENSMUSG00000031967	Afg3l1
MGI:5589646	Gm30487
ENSMUSG00000079502	Cfap77
MGI:5592640	Gm33481
ENSMUSG00000079507	H2-Q1
MGI:2443998	A830021K08Rik
MGI:104279	T(X;16)16H
MGI:104278	T(X;16)16H
MGI:104277	T(X;12)13Rl
MGI:104276	T(X;12)13Rl
MGI:104275	T(X;11)38H
MGI:104274	T(X;11)38H
MGI:2443990	Fam20b
MGI:104271	T(X;7)18Rl
MGI:104270	T(X;7)18Rl
ENSMUSG00000044121	5430402E10Rik
ENSMUSG00000044120	Olfr683
ENSMUSG00000044122	Proca1
ENSMUSG00000044125	9530080O11Rik
MGI:5592645	Gm33486
MGI:3054069	Mdmsc5
MGI:2441727	8030474H12Rik
MGI:5592644	Gm33485
MGI:1925201	Cyp20a1
MGI:1925203	A930011E06Rik
MGI:1925204	A930012M21Rik
MGI:1925206	A930026B05Rik
MGI:5595360	Gm36201
MGI:1925208	A930023M06Rik
MGI:3717845	Secia5
MGI:3781904	Gm3729
ENSMUSG00000041578	Crx
MGI:5592648	Gm33489
ENSMUSG00000041571	Sepw1
ENSMUSG00000041570	Camsap2
MGI:4950384	Mir1843b
ENSMUSG00000041577	Prelp
MGI:1914366	Cuedc2
MGI:1914367	Dynlt3
ENSMUSG00000024565	Sall3
MGI:1914365	Rpl14
MGI:1914362	Fgf22
MGI:3779696	Gm7198
ENSMUSG00000024561	Mbd1
MGI:1914361	Naaa
MGI:5622269	Gm39384
MGI:3779699	Gm7226
MGI:1914368	Bfar
MGI:1914369	Ccdc159
MGI:3629619	Mir669c
MGI:5594850	Gm35691
MGI:5625254	Gm42369
MGI:5594561	Gm35402
ENSMUSG00000098704	Mir6934
MGI:1918814	Izumo4
MGI:1918815	9030418E23Rik
MGI:1918816	Clmp
MGI:1918817	Mcm9
MGI:5591016	Gm31857
MGI:1918811	8430437N05Rik
MGI:5530750	Mir6244
MGI:1918813	Fam110c
MGI:1918818	9030407P20Rik
MGI:1918819	9030613N10Rik
ENSMUSG00000107132	Gm15997
MGI:3646843	Gm5010
MGI:3646842	Gm7076
ENSMUSG00000075081	Olfr1247
ENSMUSG00000075086	Olfr1241
MGI:5594566	Gm35407
ENSMUSG00000075084	Olfr1243
ENSMUSG00000075085	Olfr1242
MGI:1923481	Igsf10
ENSMUSG00000075088	Olfr1239
ENSMUSG00000075089	Olfr1238
MGI:1923988	Paf1
MGI:3644992	Gm6706
MGI:3644991	Gm15013
MGI:3644857	Gm8278
MGI:3644997	Rpl31-ps1
ENSMUSG00000098179	Gm8709
MGI:3644995	Gm8383
MGI:99310	Iap3rb9
MGI:1923981	2310005A03Rik
MGI:3840117	Gm16340
MGI:1923983	6330436F06Rik
MGI:1923984	6330437I11Rik
MGI:1923987	Creld2
MGI:2179043	T(6F3;10B2)40Dn
MGI:2179042	T(6F3;10B2)40Dn
MGI:1096561	Lore5
MGI:1096560	Lore2
MGI:1096563	Lore7
MGI:1096564	Lore6
MGI:1096566	Pias2
MGI:5591014	Gm31855
MGI:1201373	Bwfq1
ENSMUSG00000085078	C030013C21Rik
ENSMUSG00000085079	Khdc1b
MGI:1201374	Anxa8
MGI:1201375	Rdh16
ENSMUSG00000085074	Gm11494
MGI:1201378	Anxa3
MGI:1201379	Ftl1-rs11
ENSMUSG00000027035	Cers6
MGI:106659	Sprr1b
MGI:106658	Srf
ENSMUSG00000027030	Stk39
MGI:106653	Epcam
MGI:106652	Trove2
MGI:106651	Ly6e
MGI:106657	Trim21
MGI:106656	Zan
MGI:5591013	Gm31854
MGI:106654	Nap1l2
MGI:2663619	Hcfc1r1
ENSMUSG00000014846	Tppp3
MGI:1201376	Brm2
MGI:3577282	Igkv7-33
ENSMUSG00000090572	Vmn2r109
MGI:2150386	Dcun1d1
MGI:3770313	Rhox3g
MGI:1201377	Brm1
MGI:1925976	Scaper
ENSMUSG00000000826	Dnajc5
ENSMUSG00000000827	Tpd52l2
MGI:1925973	Pramef12os
MGI:1925971	D730003I15Rik
ENSMUSG00000066122	Olfr45
ENSMUSG00000066129	Kndc1
MGI:3030361	Olfr527
MGI:3030363	Olfr529-ps1
MGI:3030362	Olfr528-ps1
MGI:3030365	Olfr531
MGI:3030364	Olfr530
MGI:3030367	Olfr533
MGI:3030366	Olfr532
MGI:3030369	Olfr535
ENSMUSG00000057443	Olfr138
ENSMUSG00000057440	Mpp7
ENSMUSG00000057446	Cts8
ENSMUSG00000057444	Olfr910
MGI:5593023	Gm33864
ENSMUSG00000098838	Mir381
ENSMUSG00000085077	1700049E15Rik
MGI:3643509	Rpl30-ps8
MGI:3643508	Gm5766
ENSMUSG00000075210	Olfr1012
MGI:3643505	Gm10103
MGI:3607706	Tmem130
MGI:3643507	Gm5767
MGI:3607704	Slc22a15
ENSMUSG00000051295	9630028B13Rik
MGI:3643500	Gm6328
MGI:3643503	Gm6740
MGI:3643502	Gm6365
MGI:106127	D16Ium58
ENSMUSG00000006777	Krt23
MGI:3605633	A730085K08Rik
MGI:3605632	Pcsk2os1
MGI:5591346	Gm32187
MGI:5594563	Gm35404
MGI:5591010	Gm31851
MGI:3718520	Mir465b-1
MGI:2442368	Tmcc1
ENSMUSG00000084381	AA413626
MGI:4937000	Gm17366
MGI:3647084	Gm8043
ENSMUSG00000038311	2410017I17Rik
MGI:3647086	Gm7736
MGI:3647087	Rpl21-ps5
MGI:3647081	Gm8041
MGI:3647082	Gm5500
MGI:5625180	Gm42295
ENSMUSG00000057195	Ceacam13
MGI:5593188	Gm34029
MGI:3647088	Gm7741
ENSMUSG00000057191	AB124611
ENSMUSG00000057193	Slc44a2
MGI:1927197	Shoc2
MGI:1917047	1600029I14Rik
MGI:1917044	1600027J07Rik
MGI:88174	Bmi1
MGI:1917042	Med6
ENSMUSG00000098789	Jmjd7
MGI:1917040	Med30
MGI:3779951	Gm9541
MGI:5592019	Gm32860
ENSMUSG00000098785	Mir6395
MGI:5012527	Gm20342
ENSMUSG00000098787	Mir7088
MGI:5012521	Gm20336
MGI:3721672	Sh2
MGI:1917048	1810044D09Rik
MGI:5012522	Gm20337
MGI:101389	D1Mit377
MGI:3641866	Gm9958
ENSMUSG00000079597	Gm5483
MGI:3641860	Gm9948
MGI:3641861	Zfp831
MGI:2441996	Hs3st5
MGI:101380	D1Mit386
MGI:101381	D1Mit385
MGI:101382	D1Mit384
MGI:5591098	Gm31939
MGI:5624268	Gm41383
MGI:101385	D1Mit381a
MGI:2676394	Rcsd1
MGI:3721675	Dss1
MGI:3648508	Gm6076
MGI:3648509	Gm9356
MGI:5623152	Gm40267
MGI:3030949	Olfr1115
ENSMUSG00000079592	C1qtnf5
MGI:5589277	Gm30118
MGI:3030945	Olfr1111
MGI:3030944	Olfr1110
MGI:3030947	Olfr1113
ENSMUSG00000079593	4933416I08Rik
MGI:3030941	Olfr1107
MGI:3030940	Olfr1106
MGI:3030943	Olfr1109
MGI:3030942	Olfr1108-ps1
MGI:1927229	Ctsm
ENSMUSG00000044951	Mylk4
MGI:1922619	4930563F08Rik
MGI:1922618	4930558K02Rik
MGI:5010434	Gm18249
MGI:1922612	4930555K19Rik
MGI:1927223	Pard6a
MGI:1927222	Diaph3
MGI:1927225	Tbc1d8
MGI:1927224	Yeats4
MGI:1922614	4930549P19Rik
MGI:3031010	Olfr1176
MGI:3031011	Olfr1177-ps
MGI:3031012	Olfr1178
MGI:3031013	Olfr1179
MGI:3031014	Olfr1180
MGI:3031015	Olfr1181
MGI:3031017	Olfr1183
MGI:3031018	Olfr1184
MGI:3031019	Olfr1185-ps1
MGI:5010511	Gm18326
ENSMUSG00000076218	Mir692-1
ENSMUSG00000106074	Mir3969
ENSMUSG00000044952	Kctd21
MGI:5531176	Mir7655
MGI:5531177	Mir8102
ENSMUSG00000061479	Snrpa
MGI:5531172	Mir7676-2
MGI:5010433	Gm18248
ENSMUSG00000094777	Hist1h2ap
MGI:5592037	Gm32878
ENSMUSG00000094778	Olfr143
MGI:5592855	Gm33696
ENSMUSG00000061477	Rps7
ENSMUSG00000061474	Mrps36
MGI:5531179	Mir6903
MGI:1194920	Rapop4
MGI:1351502	Nup50
ENSMUSG00000096981	Gm16845
MGI:1351500	Nup62
MGI:1194924	Cd180
MGI:100166	D8Mit244
MGI:1354757	Atp9b
MGI:1354756	Crim1
MGI:1354758	Krtap5-4
MGI:100169	D8Mit241
MGI:100168	D8Mit242
MGI:2674130	Cnksr3
ENSMUSG00000016559	H3f3b
MGI:5593284	Gm34125
MGI:5589278	Gm30119
MGI:1098794	D13Ertd37e
ENSMUSG00000016552	Foxred2
MGI:1098797	D19Cct1e
MGI:5594568	Gm35409
MGI:1098791	Sepsecs
MGI:1098792	D11Ertd4e
ENSMUSG00000016554	Eif3d
MGI:2668347	C8a
MGI:3782757	Gm4574
ENSMUSG00000075153	Olfr1135
MGI:1923156	Fam184a
MGI:3782750	Gm4566
MGI:5591110	Gm31951
MGI:3852388	Vmn1r-ps50
MGI:5592398	Gm33239
MGI:2147599	4833438C02Rik
MGI:3718550	Mir582
MGI:1860939	43f9Sp6
MGI:3852386	Vmn1r-ps45
MGI:1860937	463o20Sp6
MGI:1860936	446o7T7
MGI:1860935	301l2Sp6
MGI:1860934	291h24Sp6
MGI:1860932	247d24Sp6
MGI:1860931	240c11T7
MGI:1860930	240c11Sp6
ENSMUSG00000091206	Vmn2r91
MGI:3613677	Shank1
MGI:1891012	F12
ENSMUSG00000091205	Vmn2r71
MGI:1923151	Dcp1a
MGI:1891017	Zfpl1
MGI:5591087	Gm31928
MGI:1923150	4930566D17Rik
ENSMUSG00000031383	Dusp9
MGI:5010589	Gm18404
MGI:1917955	Fyttd1
MGI:1925974	D530031A16Rik
MGI:1917950	3021401L19Rik
MGI:1917951	Nipal1
MGI:3041158	4930405O22Rik
MGI:3041159	Iqub
MGI:3041156	Tmem61
MGI:3041157	Lca5l
MGI:3646067	Gm7928
MGI:3041155	B4galnt3
MGI:1917958	3830422I06Rik
MGI:3646060	Gm5622
MGI:5010587	Gm18402
MGI:3646062	Gm8888
MGI:1924758	9330118I20Rik
MGI:1924759	9330153N18Rik
MGI:5624975	Gm42090
ENSMUSG00000020328	Nudcd2
MGI:1924750	Ppfia1
MGI:1924752	9530010C24Rik
MGI:1925970	D530035G10Rik
MGI:1924754	8030488J09Rik
MGI:1924755	Dnhd1
MGI:1924756	8030497O21Rik
MGI:98312	Skn2
ENSMUSG00000099075	Mir7674
ENSMUSG00000099076	Mir7070
ENSMUSG00000099071	Mir8095
MGI:5010170	Gm17985
ENSMUSG00000099072	Mir7673
ENSMUSG00000036120	Rfxank
MGI:3718528	Mir466b-2
ENSMUSG00000036123	Slc9a3
ENSMUSG00000099079	Mir7068
ENSMUSG00000099078	Mir8110
MGI:5589684	Gm30525
MGI:5624974	Gm42089
MGI:5594442	Gm35283
ENSMUSG00000089773	Skint1
MGI:88477	Cp2
MGI:88476	Cp
MGI:88475	Cox5b
MGI:88474	Cox5a
MGI:4414035	n-TSgct1
MGI:88471	Cor
MGI:88470	Comt
ENSMUSG00000029311	Hsd17b11
ENSMUSG00000020323	Prss57
MGI:88479	Cpa3
MGI:88478	Cpa1
MGI:5622050	Gm39165
MGI:5623934	Gm41049
MGI:1195345	Zbtb14
MGI:2159642	Vmn1r80
MGI:1890948	Supt16
MGI:5623935	Gm41050
MGI:1890944	Derm1
ENSMUSG00000054360	Bsx
MGI:5589285	Gm30126
MGI:2677480	Thoc6
ENSMUSG00000054364	Rhob
MGI:2442526	D430040D24Rik
MGI:5011186	Gm19001
ENSMUSG00000051900	Abca16
MGI:5011184	Gm18999
MGI:5011185	Gm19000
MGI:5011182	Gm18997
ENSMUSG00000070407	Hs3st3b1
MGI:5011180	Gm18995
ENSMUSG00000051906	Cd209f
MGI:2146256	BB060269
MGI:2159646	Vmn1r78
MGI:4947960	Igkv8-23-1
MGI:4947963	Ighv15-2
MGI:2388984	293M16.R
MGI:2138884	Wt1os
MGI:88789	D10Mit168
ENSMUSG00000099696	2900052N01Rik
MGI:88785	D10Mit164
MGI:5625118	Gm42233
MGI:88786	D10Mit165
MGI:88780	D10Mit16
MGI:88782	D10Mit161
MGI:96908	Mxd1
ENSMUSG00000066905	Olfr860
MGI:1916608	Lrrc51
MGI:1929269	Tmed2
ENSMUSG00000066900	Suds3
MGI:1916603	Creb3l4
MGI:1929266	Snd1
MGI:1916601	Smim23
MGI:1929264	Sae1
MGI:1916607	1700003E24Rik
MGI:1916606	1700003I22Rik
MGI:1929261	Mtch1
MGI:1929260	Mtch2
MGI:2386852	Csrnp2
MGI:2386853	Rassf4
MGI:2386851	Rasgrp4
ENSMUSG00000030609	Aen
MGI:2685538	Lkaaear1
ENSMUSG00000030607	Acan
ENSMUSG00000001707	Eef1e1
ENSMUSG00000030605	Mfge8
ENSMUSG00000097333	Zfp87
ENSMUSG00000030603	Psmc4
ENSMUSG00000030602	Pak4,Samd4b
ENSMUSG00000097336	Fendrr
ENSMUSG00000037656	Slc20a2
MGI:5011901	Gm19716
MGI:3650030	Gm12057
MGI:3650033	Gm13652
MGI:3650032	Gm11930
MGI:3650035	Gm13787
MGI:3651175	Gm12109
MGI:3650037	Gm12974
MGI:3650036	Gm13244
MGI:1915556	4930565N06Rik
MGI:1915557	Lrriq4
MGI:5594446	Gm35287
MGI:1915555	Moap1
MGI:1915553	Fam114a1
MGI:1915551	Cep57
MGI:3704411	BC001981
MGI:3704410	Rpl9-ps4
MGI:3704413	B430218F22Rik
MGI:3651343	Gm14153
MGI:1914609	Loxhd1
MGI:1914608	1700093K21Rik
MGI:3651346	Gm11449
MGI:3651347	Gm11448
MGI:1914605	1700109G14Rik
MGI:1914604	Larp1b
MGI:1914607	1700092C02Rik
MGI:1914606	Tmco5
MGI:1914601	Tmem132cos
MGI:1914600	1700084E18Rik
MGI:1914603	Rab31
MGI:1914602	1700093E11Rik
ENSMUSG00000039763	Dnajc28
ENSMUSG00000101088	1810018F18Rik
ENSMUSG00000039760	Il22ra2
ENSMUSG00000031558	Slit2
ENSMUSG00000039765	Cc2d2a
MGI:3781962	Gm3789
ENSMUSG00000090641	Zfp712
ENSMUSG00000031555	Adam9
ENSMUSG00000031556	Tm2d2
ENSMUSG00000031557	Plekha2
ENSMUSG00000031551	Ido1
ENSMUSG00000031552	Adam18
ENSMUSG00000031553	Adam3
MGI:2685281	Aadacl3
MGI:2685280	Myom3
MGI:104240	Rb(X.2)2Ad
MGI:2685282	Gm436
MGI:89782	D13Mit55
ENSMUSG00000023259	Slc26a6
MGI:2685287	Zfp804b
MGI:89781	D13Mit54
MGI:2685289	Cct8l1
MGI:5621608	Gm38723
ENSMUSG00000023257	Cypt1
ENSMUSG00000101750	Olfr1392
MGI:89788	D13Mit61
MGI:1919636	2610035D17Rik
MGI:3805955	Gm6043
ENSMUSG00000015776	Med22
ENSMUSG00000019428	Fkbp8
ENSMUSG00000019429	Ffar3
MGI:2144423	Arhgap44
ENSMUSG00000067058	Rps15a-ps5
ENSMUSG00000095032	Gm21310
ENSMUSG00000098830	Mir7024
MGI:1100876	Tbrg3
MGI:3781467	Gm3289
MGI:3643506	Gm5107
MGI:3805950	Tgif2-ps2
MGI:3028029	A330106F07Rik
MGI:3028028	E130104P22Rik
MGI:3028027	E030016H06Rik
MGI:3039604	BC059841
MGI:1929481	Slc22a21
MGI:1929480	Lrp10
MGI:3039601	Zfp941
MGI:3039600	Fbxl19
MGI:1929485	Nif3l1
MGI:3039602	Cd226
MGI:2670345	Iba5
ENSMUSG00000073027	Dmrtc1b
ENSMUSG00000039497	Dse
ENSMUSG00000039496	Cdnf
ENSMUSG00000039492	Ccdc27
MGI:89435	D12Mit2
MGI:5622040	Gm39155
MGI:5590352	Gm31193
MGI:89433	D12Mit181
MGI:3711943	Gm10229
MGI:5592587	Gm33428
MGI:3705484	Rpl7a-ps13
ENSMUSG00000039555	Cylc2
MGI:3650695	Gm11978
MGI:3650697	Gm11981
MGI:5595579	Gm36420
ENSMUSG00000039556	Ppp1r3f
MGI:5624913	Gm42028
MGI:107242	D15Wsu126e
MGI:5624911	Gm42026
MGI:3576059	Ugt1a3-ps
MGI:5624917	Gm42032
MGI:107246	Tinf2
MGI:5624915	Gm42030
MGI:5624914	Gm42029
MGI:2146407	Vps8
MGI:2441993	D830016O14Rik
MGI:5579483	Gm28777
MGI:5624918	Gm42033
ENSMUSG00000106580	Mir7231
ENSMUSG00000025968	Ndufs1
ENSMUSG00000025969	Nrp2
ENSMUSG00000062101	Zfp119b
ENSMUSG00000076458	Mir764
ENSMUSG00000062105	Olfr183
MGI:1196990	Cd200
ENSMUSG00000091996	BC049352
ENSMUSG00000025961	4933402D24Rik
ENSMUSG00000025963	Mdh1b
ENSMUSG00000025964	Adam23
ENSMUSG00000036251	Trpm8
ENSMUSG00000025967	Eef1b2
ENSMUSG00000021098	4930447C04Rik
ENSMUSG00000021099	Six6
MGI:5593627	Gm34468
ENSMUSG00000056457	Prl2c3
MGI:3054100	Bmd21
ENSMUSG00000021090	Lrrc9
ENSMUSG00000021091	Serpina3n
ENSMUSG00000056458	Mok
ENSMUSG00000056459	Zbtb25
ENSMUSG00000021094	Dhrs7
ENSMUSG00000021095	Gsc
ENSMUSG00000021096	Ppm1a
ENSMUSG00000021097	Clmn
MGI:95901	H2-Eb1
MGI:3650966	Spin2-ps1
MGI:95903	H2-I
MGI:95902	H2-Eb2
MGI:3650963	Gm14357
MGI:95904	H2-K1
MGI:95907	H2-Ke1
MGI:95906	H2-K2
MGI:95909	Slc39a7
MGI:95908	Pfdn6
MGI:4413959	n-TKctt12
ENSMUSG00000093172	Mir3112
MGI:3781261	Gm3084
MGI:3650968	Gm12630
MGI:4413956	n-TKctt9
MGI:5477049	Gm26555
ENSMUSG00000105504	Gbp5
MGI:3641693	Gm10335
MGI:3649847	Gm11267
MGI:4439560	Igkv12-98
MGI:3705839	Gm11546
MGI:99592	Defa-rs2
MGI:99590	Defa11
MGI:99591	Defa10
MGI:99596	Aldh5
MGI:99594	C4bp-ps1
MGI:99595	Arf2
MGI:4413952	n-TKctt5
MGI:1345292	Pas9
MGI:1345293	Pas10
MGI:1345290	Pas3a
MGI:1345291	Pas8
MGI:1345296	Pas1a
MGI:1345297	Slc35a2
MGI:1345294	Pas1c
MGI:1345295	Pas5b
MGI:2152389	Ivns1abp
MGI:2444678	Sptlc3
MGI:3644700	Gm5403
MGI:5010181	Gm17996
ENSMUSG00000022617	Chkb,ChkbCpt1b
MGI:2443567	F830004D09Rik
ENSMUSG00000029647	Pan3
ENSMUSG00000029646	Cdx2
ENSMUSG00000022613	Miox
ENSMUSG00000029640	Usp12
MGI:3622207	Rbcq1
ENSMUSG00000022610	Mapk12
MGI:5011824	Gm19639
ENSMUSG00000029648	Flt1
ENSMUSG00000038179	Slamf7
ENSMUSG00000038178	Slc43a2
ENSMUSG00000053862	Slc51b
MGI:4413686	n-TAagc13
ENSMUSG00000038170	Pde4dip
ENSMUSG00000038172	Ttc39b
ENSMUSG00000038175	Mylip
ENSMUSG00000038174	Fam126b
MGI:3590246	Vacq1
MGI:5589016	Gm29857
MGI:5589017	Gm29858
MGI:5589014	Gm29855
MGI:5589015	Gm29856
MGI:5589012	Gm29853
MGI:5589013	Gm29854
MGI:5589010	Gm29851
MGI:5589011	Gm29852
ENSMUSG00000034858	Fam214a
MGI:97397	Opcml
MGI:3045285	9330175M20Rik
MGI:5622691	Gm39806
MGI:2442194	D930046H04Rik
MGI:5589018	Gm29859
MGI:5589019	Gm29860
MGI:1931749	Pum1
MGI:3819567	Snord95
MGI:3819564	Snord91a
ENSMUSG00000025347	Mettl7b
ENSMUSG00000025340	Rabgef1
MGI:3819563	Snord90
MGI:3819560	Snord88a
MGI:3819561	Snord88c
MGI:2686169	Gm1323
ENSMUSG00000032018	Sc5d
ENSMUSG00000023473	Celsr3
ENSMUSG00000028111	Ctsk
ENSMUSG00000025348	Itga7
MGI:1931744	Uck2
ENSMUSG00000028114	Mettl14
MGI:2157091	Ttyh2
MGI:90740	D17Mit101
MGI:90743	D17Mit104
MGI:90744	D17Mit105
MGI:90747	D17Mit108
MGI:5011826	Gm19641
ENSMUSG00000109089	4833411C07Rik
MGI:3783014	Gm15565
MGI:2442089	A230056J06Rik
MGI:1274783	Vas1
MGI:2180674	Klra17
MGI:4413684	n-TAagc11
ENSMUSG00000032015	Pou2f3
MGI:5622982	Gm40097
MGI:5622983	Gm40098
MGI:5622980	Gm40095
MGI:5622981	Gm40096
MGI:5622986	Gm40101
ENSMUSG00000050439	Enthd1
MGI:5622984	Gm40099
MGI:5622985	Gm40100
MGI:3651546	Gm12530
ENSMUSG00000052446	Zfp961
MGI:5531238	Mir6933
MGI:97395	Oat-rs1
MGI:3651547	Gm12239
ENSMUSG00000032010	Usp2
MGI:3780988	Gm2818
MGI:3652007	Gm12958
MGI:5531230	Mir6339
MGI:1274786	Epd1
MGI:3054749	Tgct5
MGI:98244	Scl2
MGI:98247	Scn1b
MGI:98246	Scn1a
MGI:98241	Stmn2
MGI:98240	Scd2
MGI:98243	Scl1
MGI:98242	sch
MGI:5579954	Gm29248
ENSMUSG00000062818	Vmn1r51
MGI:1274784	Adgrv1
MGI:98249	Scn3a
MGI:98248	Scn2a1
MGI:3054747	Tgct3
MGI:3651543	Susd1
MGI:2445100	Zfp770
MGI:2140945	Pds5b
MGI:2445102	Dhx33
MGI:2140940	Acacb
MGI:2442733	Mical3
MGI:2445106	A930035D04Rik
MGI:2445107	Tmem245
ENSMUSG00000049940	Pgrmc2
MGI:5621757	Gm38872
MGI:3783016	Gm15567
MGI:2145324	AL024213
ENSMUSG00000052221	Ppp1r36
MGI:1889295	Eral1
ENSMUSG00000049946	BC030500
MGI:3647089	Gm7740
MGI:1098230	Cenpe
MGI:1917569	2600006K01Rik
MGI:3619321	Mir298
MGI:1917565	Hdac8
MGI:1917564	Rabep2
MGI:1917567	Arl16
MGI:1917566	Ndufab1
MGI:1917561	2510042O18Rik
MGI:1917560	Plscr3
MGI:5579389	Gm28683
MGI:1917562	Cactin
MGI:3587728	Acsbg2
MGI:1330850	Igkv3-2
MGI:3644381	Vmn1r20
MGI:2145011	Fam84a
ENSMUSG00000028878	Fam76a
MGI:3652005	Gm12918
MGI:3643270	Gm9386
MGI:5435002	Gm21647
MGI:1330852	Igkv3-7
MGI:97433	olt
MGI:97432	Olfr2
MGI:97431	ol
MGI:97430	Oas1b
MGI:97436	Omp
MGI:97435	Mog
ENSMUSG00000087651	1500009L16Rik
