RNF14	Rnf14
IL7R	Il7r
CAPZB	Capzb
SOX5	Sox5
TMEM91	Tmem91
RNA5SP360	n-R5s65
GABRG3	Gabrg3
FGL1	Fgl1
GABRG1	Gabrg1
TEX30	Tex30
SIRT1	Sirt1
PHF1	Phf1
C22ORF29	Gm16314
TRAPPC3L	Trappc3l
IMPAD1	Impad1
GPR137C	Gpr137c
GPR137B	Gpr137b
FZD10	Fzd10
C22ORF23	1700088E04Rik
CHKA	Chka
CHKB	Chkb
RASL11B	Rasl11b
BMS1	Bms1
SIRT5	Sirt5
RNU6129P	Gm22605
RNA5SP372	Gm23380,Gm24777,Gm27977,n-R5s201
RNA5SP373	n-R5s3
AC0071924	Pik3r2
RNA5SP376	Gm23821
RNA5SP377	Gm23821
RNA5SP375	Gm25885
BCDIN3D	Bcdin3d
AHSA1	Ahsa1
AC0232831	Shtn1
ZDBF2	Zdbf2
MRI1	Mri1
PRDM2	Prdm2
RNU6560P	Gm25930
ZNF207	Zfp207
PPP1R3G	Ppp1r3g
TMEM97	Tmem97
MAPK1IP1L	Mapk1ip1,Mapk1ip1l
GLMP	Glmp
C14ORF80	4930427A07Rik
DST	Dst
SPP2	Spp2
UCP3	Ucp3
DSP	Dsp
HID1	Hid1
PPP1R3D	Ppp1r3d
GLMN	Glmn
THBD	Thbd
DSE	Dse
WTIP	Wtip
DCDC2	Dcdc2a
GSTO2	Gsto2
PDAP1	Pdap1
GSTO1	Gsto1
SLC38A4	Slc38a4
TDRP	Tdrp
TRAV19	Trav16,Trav16d-dv11,Trav16n
UBE2D4	Ube2d4
ERMP1	Ermp1
NPC1L1	Npc1l1
SCN5A	Scn5a
PARD6G	Pard6g
TTC37	Ttc37
TTC36	Ttc36
TRUB1	Trub1
TTC38	Ttc38
SNORD41	Gm25506
TMEM95	Tmem95
MTHFSD	Mthfsd
OR4K5	Olfr729
TICAM1	Ticam1
CBARP	Cbarp
OR4K1	Olfr728
STRN3	Strn3
OR4K2	Olfr730
FMR1NB	Fmr1nb
RNU248P	Gm22451
INCENP	Incenp
PARD6B	Pard6b
RPL27	Rpl27,Rpl27-ps3
NELL1	Nell1
QPCTL	Qpctl
RNU6451P	Gm26131
LLNLF187D81	Gm42372
RP11407N173	Ctage5
SLC38A6	Slc38a6
TIPRL	Tiprl
TBX22	Tbx22
NSG1	Nsg1
SLC22A23	Slc22a23
DDTL	Ddt
SLC22A25	Slc22a19,Slc22a26,Slc22a27,Slc22a28,Slc22a29,Slc22a30
PLA2G5	Pla2g5
MINOS1	Minos1
RNU462P	Gm27639
SETX	Setx
HMGB1	Hmgb1
FSD1	Fsd1
PYURF	Pyurf
CCBE1	Ccbe1
AUH	Auh
TMPPE	Tmppe
RNU6966P	Gm26214,Gm26449
ZNF85	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
FRMPD4	Frmpd4
FSD2	Fsd2
FRMPD1	Frmpd1
FRMPD3	Frmpd3
FRMPD2	Gm626
AADACL4	9430007A20Rik,Gm13124,Gm13177,Gm13178,Gm436,Gm438
FYCO1	Fyco1
PDE10A	Pde10a
AADACL3	Aadacl3
AADACL2	Aadacl2
CAPZA3	Capza3
CAPZA2	Capza2
CAPZA1	Capza1
SCARF2	Scarf2
RNF207	Rnf207
RAB2A	Rab2a
GEMIN2	Gemin2
GTF2H2C	Gtf2h2
ENHO	Enho
LMO3	Lmo3
GEMIN6	Gemin6
GEMIN7	Gemin7
GEMIN4	Gemin4
GEMIN5	Gemin5
ME2	Me2
BPIFC	Bpifc
VSIG10L	Vsig10l
PBRM1	Pbrm1
TRPC4AP	Trpc4ap
SSX4B	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
ERBB2	Erbb2
KRBA1	Krba1
ERBB3	Erbb3
IGKV41	Gm43218,Igkv7-33,Igkv8-16,Igkv8-18,Igkv8-19,Igkv8-21,Igkv8-26,Igkv8-27,Igkv8-28,Igkv8-30,Igkv8-34
MCRS1	Mcrs1
TET1	Tet1
SNORD42A	Snord42a
MLKL	Mlkl
CER1	Cer1
HECA	Heca
AFAP1	Afap1
LARS2	Lars2
TRBV2	Trbv3
ERAL1	Eral1
SHC1	Shc1
DDX17	Ddx17
ZNF124	Zfp867
ERBB4	Erbb4
DDX10	Ddx10
DDX11	Ddx11
GJB1	Gjb1
GJB3	Gjb3
GJB2	Gjb2
GJB5	Gjb5
GJB4	Gjb4
DDX18	Ddx18
GJB6	Gjb6
GRIN3A	Grin3a
TAF12	Taf12
GRIN3B	Grin3b
VWCE	Vwce
MYRIP	Myrip
PSMC1	Psmc1
PSMC2	Psmc2
OR6B3	Olfr1414,Olfr1415,Olfr1416
PSMC4	Psmc4
PSMC5	Psmc5
PSMC6	Psmc6
SPOCK1	Spock1
ARFIP1	Arfip1,Gm37240
ARFIP2	Arfip2
RBM20	Rbm20
WFDC10A	Wfdc10
STARD5	Stard5
KIF18A	Kif18a
KIF18B	Kif18b
SH3GLB2	Sh3glb2
TRIP10	Trip10
TRIP11	Trip11
TRIP12	Trip12
TRIP13	Trip13
CPVL	Cpvl
TEX13A	Tex13,Tex13a
SNORD38	Gm23615
PPP1R36	Ppp1r36
SNORD36	Gm24134
IFT172	Ift172
SNORD34	Snord34
CERK	Cerk
FN3KRP	Fn3krp
NCLN	Ncln
TIMM13	Timm13
RBM28	Rbm28
RGCC	Rgcc
DNAL4	Dnal4
DNAL1	Dnal1
LIN7A	Lin7a
TGM1	Tgm1
GRHPR	Grhpr
LIN7B	Lin7b
TGM4	Tgm4
IMMP2L	Immp2l
RNU695P	Gm24223
SMG5	Smg5
SNORD3D	Rnu3a
OR2D2	Gm10081,Olfr715
FNBP1	Fnbp1
MSH5SAPCD1	Msh5
MARCH5	March5
MARCH4	March4
MARCH7	March7
MARCH6	March6
MARCH1	March1
MARCH3	March3
LRTM1	Lrtm1
FOXI1	Foxi1
TMEM177	Tmem177
FOXI3	Foxi3
FOXI2	Foxi2
MARCH9	March9
CLSTN1	Clstn1
CLSTN2	Clstn2
CLSTN3	Clstn3
EIF3H	Eif3h
EIF3I	Eif3i
EIF3J	Eif3j1,Eif3j2
EIF3K	Eif3k
EIF3L	Eif3l
EIF3M	Eif3m
CLIP2	Clip2
SLX1A	Slx1b
EIF3A	Eif3a
EIF3B	Eif3b
EIF3C	Eif3c
EIF3D	Eif3d
EIF3E	Eif3e
EIF3G	Eif3g
FGFBP3	Fgfbp3
TRMO	Trmo
FGFBP1	Fgfbp1
FADD	Fadd
ARMC10	Armc10
ARMC12	Armc12
NOL11	Nol11
C6ORF163	Gm136
NOL12	Nol12
CDKN2B	Cdkn2b
CDKN2C	Cdkn2c
CTB127M131	Acsl6
CDKN2D	Cdkn2d
BARD1	Bard1
WDR7	Wdr7
RNU6746P	Gm25814
NME6	Nme6
MFSD4A	Mfsd4a
SMPDL3A	Smpdl3a
EDEM2	Edem2
EDEM3	Edem3
EDEM1	Edem1
TCF4	Tcf4
USF3	Usf3
RPUSD3	Rpusd3
NME1	Gm20390,Nme1
NTPCR	Ntpcr
SMG6	Smg6
RNU748P	Gm27393
NME2	Nme2
TBX10	Tbx10
TRMT11	Trmt11
SAP30L	Sap30l
CSTF2T	Cstf2t
TENM1	Tenm1
UBTD2	Ubtd2
RNU61074P	Gm26125
UBTD1	Ubtd1
C15ORF48	AA467197
NEIL1	Neil1
TAS1R1	Tas1r1
TAS1R3	Tas1r3
TAS1R2	Tas1r2
C15ORF40	3110040N11Rik
C15ORF41	BC052040
SMG1	Smg1
CCL3	Ccl3
NFATC2	Nfatc2
CCL1	Ccl1
NFATC4	Nfatc4
CCL7	Ccl7
CCL4	Ccl4
CCL5	Ccl5
RNA5SP76	Gm25659
SETD6	Setd6
TENM4	Tenm4
ZAR1L	Zar1l
ZNF276	Zfp276
MYCBPAP	Mycbpap
RNASE11	Rnase11
RNA5SP75	Gm22135
AP2B1	Ap2b1
HSBP1	Hsbp1
GTF2E1	Gtf2e1
GFER	Gfer
GATAD1	Gatad1
HS3ST3A1	Hs3st3a1,Hs3st3b1
FREM1	Frem1
CYP26B1	Cyp26b1
TTC28AS1_4	Gm27602
TTC28AS1_1	Gm27680
TUBD1	Tubd1
PPP1R14D	Ppp1r14d
PPP1R14B	4933415F23Rik,Ppp1r14b
OR2AG2	Olfr701,Olfr706
PLEK2	Plek2
RNU648P	Gm23942
ZNF747	9130019O22Rik,E430018J23Rik,Zfp747,Zfp764
RNU145P	Gm23470,Gm25587
CD46	Cd46
RNU61024P	Gm23166
SSC5D	Ssc5d
OR5K4	Olfr178,Olfr180,Olfr181
PERM1	Perm1
RP11101E35	Gm28038
TCTE3	Gm3448,Tcte3
TCTE1	Tcte1
CD40	Cd40
PID1	Pid1
SPRED3	Spred3
RNU6799P	Gm23678
DMTN	Dmtn
RP5966M16	Mustn1
RP11249L121	Csnka2ip
TRBV291	Trbv30
SDSL	Sdsl
RP11949J78	Nicn1
RALY	Raly
SRRT	Srrt
PCDHGB6	Pcdhgb6
PCDH12	Pcdh12
PCDH10	Pcdh10
PCDH17	Pcdh17
ALKBH8	Alkbh8
PCDH15	Pcdh15
ALKBH6	Alkbh6
ALKBH7	Alkbh7
ALKBH4	Alkbh4
ALKBH5	Alkbh5
ALKBH2	Alkbh2
ALKBH3	Alkbh3,Gm27027
RALA	Rala
ALKBH1	Alkbh1
OR10G7	Olfr978,Olfr979,Olfr980
OR10G6	Olfr981
ISX	Isx
OR10G3	Olfr1512,Olfr1513
OR10G2	Olfr1510,Olfr1511
SCD	Scd1,Scd2,Scd3,Scd4
PCDHGB5	Pcdhgb5
OR10G9	Olfr978,Olfr979,Olfr980
IGKV1OR2108	Igkv15-103
VTRNA12	Gm25403,Vaultrc5
KRT18	Krt18
MPZL3	Mpzl3
OR4S2	Olfr1193
DNAJB9	Dnajb9
DNAJB8	Dnajb8
ZNF714	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
SNORA5A	Gm24313
DNAJB2	Dnajb2
DNAJB1	Dnajb1
ERCC6L	Ercc6l
DNAJB7	Dnajb7
DNAJB6	Dnajb6
DNAJB5	Dnajb5
DNAJB4	Dnajb4
AMDHD1	Amdhd1
AMDHD2	Amdhd2
SGO1	Sgol1
RN7SL800P	Gm27853
KDM6A	Kdm6a
DIDO1	Dido1
NRON	Nron
RNA5SP214	Gm22076
KISS1	Gm28040,Kiss1
NIPAL1	Nipal1
FRK	Frk
GSPT2	Gspt2
PHIP	Phip
RNA5SP147	n-R5s180
SNORA58	Gm24608,Mir3068
RAB23	Rab23
RNU6369P	Gm25008
SNORA51	Gm24451,Gm24454,Gm25651
SNORA50	Gm22532,Gm22711,Gm23786,Gm26047
FRY	Fry
HELZ	Helz
SNORA55	Gm22154
RP1179P93	Gopc
SNORA57	Gm25290,Snora57
COL17A1	Col17a1
OR1N2	Olfr354
PROSC	Prosc
TNIP1	Tnip1
FAM65C	Fam65c
FAM65B	Fam65b
FAM65A	Fam65a
GRIK1	Grik1
GRIK2	Grik2
GRIK3	Grik3
GRIK4	Grik4
GRIK5	Grik5
RP11330H65	Tlr9
RNF149	Rnf149
RAB28	Rab28
RNU622P	Gm23058
SHC3	Shc3
RAB29	Rab29
RNF141	Rnf141
C6ORF10	BC051142
RNF145	Rnf145
GLRA1	Glra1
C6ORF15	2300002M23Rik
OXLD1	Oxld1
RN7SL731P	Gm27853
GRSF1	Grsf1
MSH2	Msh2
MSH3	Msh3
MGLL	Mgll
MSH5	Msh5
MSH6	Msh6
CALU	Calu
C14ORF105	1700011H14Rik
TMED2	Tmed2
RNU6392P	Gm22364,Gm26227
TMEM169	Tmem169
MYOCD	Myocd
FAM219B	Fam219b
ACCS	Accs
CD320	Cd320
MUC3A	Muc3a
SLC16A8	Slc16a8
HAMMERHEAD_HH9	Gm27265
XCR1	Xcr1
RASGRF1	Rasgrf1
PROB1	Prob1
STOX1	Stox1
STAC3	Stac3
UBR4	Ubr4
PTH2	Pth2
RNF19A	Rnf19a
PRR15	Prr15
NFXL1	Nfxl1
RNU6535P	Gm26064
PACSIN3	Pacsin3
PACSIN2	Pacsin2
GREM2	Grem2
COPA	Copa
RP13198D94	1190003K10Rik
DHH	Dhh
OR51F2	Olfr568
SYBU	Sybu
RDH10	Rdh10
INTU	Intu
CTD2021K41	Cacnb4
PADI2	Padi2
PADI4	Padi4
OR8A1	Olfr160
CDK20	Cdk20
NT5M	Nt5m
GJA10	Gja10
TRPM2	Trpm2
AGTPBP1	Agtpbp1
HIST2H2AC	Hist2h2ac
ALPPL2	Akp3,Alpi,Alppl2
TOE1	Toe1
WDR72	Wdr72
TTBK2	Ttbk2
RWDD3	Rwdd3
OR10AG1	Olfr1116,Olfr1118,Olfr1122,Olfr1123
SHC4	Shc4
GPIHBP1	Gpihbp1
RPL23A	Rpl23a,Rpl23a-ps3
NRIP1	Nrip1
NRIP2	Gm44596,Nrip2
NRIP3	Nrip3
GPR135	Gpr135
GPR137	Gpr137
VTI1A	Vti1a
TWISTNB	Twistnb
GPR132	Gpr132
ATP6V1C2	Atp6v1c2
ATP6V1C1	Atp6v1c1
GPR139	Gpr139
NT5C	Nt5c
CTC295J133	RP23-204B12.4
TMEM243	Tmem243
SAMD8	Samd8
MFRP	Mfrp
VPS37C	Vps37c
CDKN2AIP	Cdkn2aip
CHSY3	Chsy3
ATF7IP	Atf7ip
RNU6897P	Gm23643
NDC80	Ndc80
GPATCH1	Gpatch1
LRRTM4	Lrrtm4
OCIAD2	Ociad2
PPP1R3F	Ppp1r3f
PPP1R3E	Ppp1r3e
OCIAD1	Ociad1
PPP1R3C	Ppp1r3c
PPP1R3B	Ppp1r3b
PPP1R3A	Ppp1r3a
TFIP11	Tfip11
TMEM191B	Tmem191c
TMEM191C	Tmem191c
TRIM16	Trim16
RNU61052P	Gm23038
TIAM2	Tiam2
TNFRSF13C	Tnfrsf13c
MCF2	Mcf2
PPP2R3C	Ppp2r3c
LUC7L3	Luc7l3
LUC7L2	Luc7l2
FAM131A	Fam131a
FAM131B	Fam131b
FAM131C	Fam131c
HAL	Hal
TBXAS1	Tbxas1
YTHDC1	Ythdc1
RNU6717P	Gm22608,Gm23830
ERLEC1	Erlec1
SEMA3C	Sema3c
KIAA1551	2810474O19Rik
RIBC2	Ribc2
PPP1R37	Ppp1r37
LGALS9C	Lgals9
PPP1R35	Ppp1r35
SEMA3B	Sema3b
TLE6	Tle6
CHERP	Cherp
MCMDC2	Mcmdc2
RNU6388P	Gm22336
EHHADH	Ehhadh
LRRC71	Lrrc71
LRRC72	Lrrc72
LRRC73	Lrrc73
NME4	Nme4
INPP5A	Inpp5a
INPP5B	Inpp5b
NME7	Nme7
INPP5D	Inpp5d
INPP5E	Inpp5e
INPP5F	Inpp5f
NME3	Nme3
RNA5SP72	n-R5s173
INPP5J	Inpp5j
INPP5K	Inpp5k
NME8	Nme8
SFMBT2	Sfmbt2
RAI14	Rai14
NKAIN2	Nkain2
FREM3	Frem3
FREM2	Frem2
AC0073254	Dgcr6
AC0073252	Prodh
AC0073251	Pom121
MSANTD4	Msantd4
TAOK1	Taok1
MSANTD1	Msantd1
MSANTD2	Msantd2
MSANTD3	Msantd3
HELT	Helt
CNST	Cnst
HELQ	Helq
RCBTB1	Rcbtb1
CLSPN	Clspn
EPB42	Epb42
EPB41	Epb41
GSKIP	Gskip
MATR3	Matr3
HELB	Helb
RBAK	Rbak
PDCL2	Pdcl2
NUDT8	Nudt8
PON1	Pon1
HMCES	Hmces
SLC22A7	Slc22a7
CYP4F3	Cyp4f14,Cyp4f15,Cyp4f40
PINLYP	Pinlyp
TEKT1	Tekt1
TEKT3	Tekt3
TEKT2	Tekt2
TEKT5	Tekt5
TEKT4	Tekt4
VPS37A	Vps37a
PNPLA3	Pnpla3
PNPLA2	Pnpla2
PNPLA1	Pnpla1
PNPLA7	Pnpla7
PNPLA6	Pnpla6
PNPLA5	Pnpla5
GUCA2A	Guca2a
GUCA2B	Guca2b
PNPLA8	Pnpla8
TMEM263	Tmem263
CLUH	Cluh
UNC5A	Unc5a
GFOD2	Gfod2
GFOD1	Gfod1
FOS	Fos
HOMEZ	Homez
RNU61143P	Gm25522,Gm25964
KATNAL1	Katnal1
KATNAL2	Katnal2
ATG10	Atg10
RNU6951P	Gm24234
ATG12	Atg12
ATG13	Atg13
ATG14	Atg14
SRMS	Srms
SUN5	Sun5
TP53TG1_2	Gm27941
RN7SKP39	Gm23496
RP11717K112	Pi4k2b
KIAA0753	4933427D14Rik
C21ORF91	D16Ertd472e
STEAP2	Steap2
TGFBI	Tgfbi
C7ORF55LUC7L2	Luc7l2
SFPQ	Sfpq
SAFB2	Safb2
SMPD3	Smpd3
TSPAN11	Tspan11
TANK	Tank
COL12A1	Col12a1
ZFP57	Zfp57
RASAL2	Rasal2
KRT5	Krt5
VSTM2L	Vstm2l
SGK223	D8Ertd82e
PF4V1	Pf4
SAG	Sag
SEC14L1	Sec14l1
SEC14L5	Sec14l5
CYP3A7CYP3A51P	Cyp3a11,Cyp3a13,Cyp3a16,Cyp3a41a,Cyp3a41b,Cyp3a44
TBX20	Tbx20
PES1	Pes1
SPICE1	Spice1
SNED1	Sned1
IL1A	Il1a
IL1B	Il1b
CHIA	Chia1,Chil3,Chil4,Chil5,Chil6
RP1149K246	Gm10784,Ier3ip1
CARNMT1	Carnmt1
THSD7B	Thsd7b
FLG2	Flg2
PHTF1	Phtf1
THSD7A	Thsd7a
MKL1	Mkl1
LILRB4	Lilr4b,Lilrb4a
RNA5SP356	Gm25908
RNA5SP357	n-R5s45
RNA5SP358	n-R5s45
RUNDC3B	Rundc3b
CASK	Cask
GPR88	Gpr88
CAST	Cast
IGKV116	Igkv15-103
IGKV117	Igkv15-103
KRT6B	Gm5414
KRT6C	Gm5414
IGKV112	Igkv15-103
CASR	Casr
GPR82	Gpr82
GPR83	Gpr83
GPR84	Gpr84
GPR85	Gpr85
GPR87	Gpr87
SLC38A10	Slc38a10
RNPEPL1	Rnpepl1
THRAP3	Thrap3
COMP	Comp
SLFN13	Slfn8,Slfn9
COMT	Comt
TPR	Tpr
ZBTB9	Zbtb9
ZC3HAV1L	Zc3hav1l
ADAM21	Adam21
ADAM23	Adam23
ADAM22	Adam22
GLCE	Glce
TMEM176B	Tmem176b
ADAM29	Adam29
ADAM28	Adam28
TARDBP	Tardbp
IL18	Il18
IL19	Il19
AIF1L	Aif1l
POLN	Poln
IL10	Il10
IL11	Il11
GSTM2	Gstm7
GSTM3	Gstm5
GSTM4	Gstm4
IL15	Il15
IL16	Il16
LPAR2	Lpar2
PALLD	Palld
TMSB15B	Tmsb15b1,Tmsb15b2,Tmsb15l
TMSB15A	Tmsb15b1,Tmsb15b2,Tmsb15l
MROH7TTC4	Mroh7
KRT9	Krt9
ZPBP2	Zpbp2
ZNF251	Zfp251
COLGALT2	Colgalt2
COLGALT1	Colgalt1
RUNDC3A	Rundc3a
RRM1	Rrm1
TRBV231	Trbv23,Trbv26
PTCD2	Ptcd2
TTF2	Ttf2
LPAR3	Lpar3
PINX1	Pinx1
ZNF544	Gm10770
AEBP1	Aebp1
GNAZ	Gnaz
RBMS3	Rbms3
AEBP2	Aebp2
KCTD16	Kctd16
DAD1	Dad1
ZC3H12B	Zc3h12b
RNU221P	Gm24764
RCHY1	Rchy1
TRBV23OR92	Trbv23,Trbv26
GDF9	Gdf9
RNU61327P	Gm25132
IL31RA	Il31ra
GDF3	Gdf3
CBR4	Cbr4
GDF1	Cers1,Gdf1
CBR1	Cbr1,Gm5678
GDF6	Gdf6
CBR3	Cbr3
ITGAE	Itgae
ABHD12B	Abhd12b
ANXA1	Anxa1
ANXA3	Anxa3
CPT1B	Cpt1b
ANXA5	Anxa5
ANXA4	Anxa4
ANXA7	Anxa7
ANXA6	Anxa6
ANXA9	Anxa9
ANXA8	Anxa8
TRAF3IP1	Traf3ip1
MEST	Mest
MCM7	Mcm7
MCM6	Mcm6
MCM5	Mcm5
MCM4	Mcm4
DUSP19	Dusp19
DUSP18	Dusp18
POU5F2	Pou5f2
DUSP15	Dusp15
DUSP14	Dusp14
THAP4	Thap4
DUSP16	Dusp16
DUSP11	Dusp11
DUSP10	Dusp10
DUSP13	Dusp13
DUSP12	Dusp12
SQSTM1	Sqstm1
CSH2	Gh
TMEM56RWDD3	Tmem56
CSH1	Gh
LPAR6	Lpar6
EPC2	Epc2
ZNF541	Zfp541
EPC1	Epc1
XPNPEP3	Xpnpep3
HSPB11	Hspb11
PUS7	Pus7
UBTFL1	Ubtfl1
OPRD1	Oprd1
WNT9A	Wnt9a
POLM	Polm
AGFG1	Agfg1
HEPACAM	Hepacam
M6PR	M6pr
SSX7	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
KRT7	Krt7
SSX5	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
SF3A2	Sf3a2
SSX3	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
USH2A	Ush2a
SSX1	Gm14459,Gm21876,Gm5751,Gm6592,Ssx9,Ssxa1,Ssxb1,Ssxb10,Ssxb2,Ssxb3,Ssxb5,Ssxb6,Ssxb8,Ssxb9
RNU6748P	Gm24491
ISL1	Isl1
ISL2	Isl2
MRGBP	Mrgbp
PKMYT1	Pkmyt1
PIBF1	Pibf1
AP4B1	Ap4b1,Gm43064
MROH8	Mroh8
KIFAP3	Kifap3
MS4A7	Ms4a7
MROH7	Mroh7
MROH6	Mroh6
MROH1	Mroh1
MS4A3	Ms4a3
MS4A1	Ms4a1
ZNF141	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
ZNF143	Zfp143
MALSU1	Malsu1
LGSN	Lgsn
CCDC102A	Ccdc102a
DNTT	Dntt
ZNF146	Zfp146
ZNF148	Zfp148
CPT2	Cpt2
DSC2	Dsc2
DDX31	Ddx31
DSC1	Dsc1
SEC14L3	Sec14l3
PYGB	Pygb
C1ORF198	2310022B05Rik
COX8C	Cox8c
COX8A	Cox8a
SEC14L2	Sec14l2
PYGL	Pygl
MAGOH	Magoh
PFAS	Pfas
C1ORF194	1700013F07Rik
DDX3X	Ddx3x
DDX3Y	Ddx3y
VWA8	Vwa8
RAB27A	Rab27a
CPTP	Cptp
TMF1	Tmf1
TANC1	Tanc1
RANGAP1	Rangap1
FCGBP	9530053A07Rik,Fcgbp
UBE2FSCLY	Gm5434,Ube2f
TF	Gm20425,Trf
BAMBI	Bambi
KCNN4	Kcnn4
FASLG	Fasl
KCNN2	Kcnn2
KCNN1	Kcnn1
TG	Tg
PMS1	Pms1
PMS2	Pms2
ATXN7L3B	Atxn7l3b
SLC45A1	Slc45a1
HNRNPLL	Hnrnpll
SLC22A2	Slc22a2
RNU6862P	Gm26176
AL0215466	Gatc
DAPK3	Dapk3
ISLR	Islr
OSER1	Oser1
MST1R	Mst1r
AC1452121	Tekt4
PKIB	Pkib
SNORD57	Snord57
BRMS1	Brms1
GRIP1	Grip1
GPALPP1	Gpalpp1
GRIP2	Grip2
SLC19A2	Slc19a2
SLC19A3	Slc19a3
SLC19A1	Slc19a1
CCDC65	Ccdc65
NIT2	Nit2
NIT1	Nit1
CCDC66	Ccdc66
CCDC61	Ccdc61
CCDC60	Ccdc60
CCDC63	Ccdc63
CCDC62	Ccdc62,Gm43518
TYSND1	Tysnd1
UPF2	Upf2
CCDC69	Ccdc69
CCDC68	Ccdc68
TMEM119	Tmem119
IGFLR1	Igflr1
EP400	Ep400
RPAP2	Rpap2
TMEM110	Tmem110
MIS12	Mis12
TRGC2	Tcrg-C1,Tcrg-C2,Tcrg-C3,Tcrg-C4
TMEM114	Tmem114
CLEC18C	Clec18a
TMEM116	Tmem116
NAGS	Nags
CABS1	Cabs1
C17ORF99	6030468B19Rik
C17ORF98	1700001P01Rik
TANC2	Tanc2
KANSL1L	Kansl1l
CRYGD	Crygd,Cryge,Crygf
C17ORF97	1700016K19Rik
C17ORF96	E130012A19Rik
TAF13	Taf13
MED12L	Med12l
DLEU2_6	Gm27972
SLC35A5	Slc35a5
DLEU2_5	Gm27747
SLC35A1	Slc35a1
SLC35A2	Slc35a2
DLEU2_1	Gm27845
ANKRD18B	Ankrd26
ANKRD18A	Ankrd26
MPDZ	Mpdz
SRP68	Srp68
RNU6705P	Gm23038
RNA5SP509	Gm25164
LSAMP	Lsamp
NXF2	Nxf2,Nxf7
NXF3	Nxf3
FAF1	Faf1
ASIC4	Asic4
RNA5SP507	n-R5s164
FAF2	Faf2
ASIC1	Asic1
PGM1	Pgm2
ASIC3	Asic3
ASIC2	Asic2
RP13279N232	Gm21969
ABCB11	Abcb11
ABCB10	Abcb10
APLN	Apln
TMEM44	Tmem44
MMD2	Mmd2
SBK3	Sbk3
CYHR1	Cyhr1
SBK1	Sbk1
APLF	Aplf
RBM8A	Rbm8a
SLC25A40	Slc25a40
SLC25A41	Slc25a41
PMP22	Pmp22
SLC25A43	Slc25a43
SLC25A44	Slc25a44
RP4539M619	Sec14l2
SLC25A46	Slc25a46
SLC25A47	Slc25a47
CR1L	Cr1l
CDC26	Cdc26
TAF11	Taf11
CDC23	Cdc23
HOXD13	Hoxd13
HOXD10	Hoxd10
CDC20	Cdc20
C15ORF62	Gm14137
ZNF737	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
C15ORF61	2300009A05Rik
FAM150A	Fam150a
OR2F1	Olfr38,Olfr452,Olfr453
FAM105A	Fam105a
FAM150B	Fam150b
ANKEF1	Ankef1
BEST2	Best2
BEST1	Best1
LIN54	Lin54
LIN52	Lin52
PDZD9	Pdzd9
PDZD8	Pdzd8
TNC	Tnc
RNU6405P	Gm24121
TXNDC11	Txndc11
SORCS1	Sorcs1
SORCS2	Sorcs2
SORCS3	Sorcs3
XXBACBPG181M175	H2-DMb1,H2-DMb2
RPL35A	Rpl35a
TMCC1	Tmcc1
CARS2	Cars2
PXDC1	Pxdc1
SLC35E2	Slc35e2
SNORD11B	Gm26287
ROBO4	Robo4
FYTTD1	Fyttd1
TPSB2	Tpsab1,Tpsb2
GPKOW	Gpkow
KIAA1614	BC034090
TNPO2	Tnpo2
TNPO3	Tnpo3
TNPO1	Tnpo1
NANOG	Nanog
LINC00116	1500011K16Rik
RN7SKP276	Gm22846,Gm25845
MAPK3	Mapk3
MAPK1	Mapk1
MAPK6	Mapk6
BCO1	Bco1
BCO2	Bco2
PPP1R12C	Ppp1r12c
MAPK8	Mapk8
MAPK9	Mapk9
SGPP2	Sgpp2
CUZD1	Cuzd1
WTAP	Wtap
RNU6874P	Gm24962
LYL1	Lyl1
UTRN	Utrn
ATP8A2	Atp8a2
PGPEP1L	Pgpep1l
ATP8A1	Atp8a1
ZNF730	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
C1QTNF9	C1qtnf9
RNU6242P	Gm23941,Gm25337,Gm25815
BCOR	Bcor
NMNAT3	Nmnat3
SERINC2	Serinc2
TM2D2	Tm2d2
THNSL2	Thnsl2
SNORA3B	Gm22276,Gm22673,Gm24888,Gm25539
VWA3A	Vwa3a
BCAP31	Bcap31
CCL11	Ccl11
VPS35	Vps35
CCL15	Ccl6,Ccl9
ADTRP	Adtrp
C8ORF48	AI429214
CCL18	Ccl3
CCL19	CR974586.3,CR974586.5,Ccl19,Gm2564
COLCA2	Gm684
METTL3	Mettl3
METTL4	Mettl4
METTL5	Mettl5
METTL6	Mettl6
